Date,Barcelona_Fabra Daily Rainfall [mm],Barcelona Daily Rainfall [mm],Sabadell_Aero Daily Rainfall [mm],Garriga Discharge [m^3],Castellar Discharge [m^3],Llica Discharge [m^3],Montornes Discharge [m^3],Mogoda Discharge [m^3],Gramenet Discharge [m^3]
1/17/2008,0,0,0,0.048,,0.058,0.3059,0,2.7867
1/18/2008,0,0,0,0.046,,0.056,0.2831,0,2.7821
1/19/2008,0,0,0,0.047,,0.054,0.2718,0,2.7495
1/20/2008,0,0,0,0.048,,0.052,0.2581,0,2.4997
1/21/2008,0,0,0,0.048,,0.043,0.2946,0,2.586713615
1/22/2008,0,,0,0.046,,0.04,0.3007,0,2.586713615
1/23/2008,0,9.1,0.1,0.046,,0.039,0.2563,0,1.728993056
1/24/2008,0,,0,0.047,,0.038,0.2556,0,1.728993056
1/25/2008,0,,0,0.046,,0.038,0.2558,0,1.632791667
1/26/2008,0,,0,0.047,,0.036,0.249,0,1.656243056
1/27/2008,0,,0,0.048,,0.035,0.2546,0,1.728993056
1/28/2008,0,,0,0.047,,0.033,0.26,0,1.968590278
1/29/2008,0,2.2,0,0.047,,0.032,0.3716,0,2.8883
1/30/2008,3,1.1,0.5,0.05,,0.031,0.257,0,2.8822
1/31/2008,0,0,0,0.054,,0.03,0.2478,0,2.8238
2/1/2008,0,0,0,0.054,,0.031,0.2612,0,2.8159
2/2/2008,3.3,5.4,0,0.057,,0.031,0.2442,0,2.7538
2/3/2008,10.1,11,4.3,0.059,,0.035,0.2471,0,2.9709
2/4/2008,0,0,0,0.361,,0.106,0.4529,0.137,5.7072
2/5/2008,0,0,0,0.112,,0.075,0.2666,0,3.3064
2/6/2008,0,0,0,0.08,,0.064,0.2392,0,2.9915
2/7/2008,0,0,0,0.075,,0.055,0.227,0,2.8739
2/8/2008,0,0,0,0.069,,0.053,0.2198,0,2.8695
2/9/2008,0,0,0,0.071,,0.053,0.2002,0,2.7645
2/10/2008,0,0,0,0.065,,0.053,0.1838,0,2.5866
2/11/2008,0,0,0,0.063,,0.053,0.2181,0,2.48
2/12/2008,0,0,0,0.062,,0.052,0.2336,0,2.6
2/13/2008,0.6,1,0.3,0.065,,0.051,0.2131,0,2.72
2/14/2008,0.7,1.1,0.6,0.067,,0.053,0.2394,0,2.84
2/15/2008,0,0.1,0,0.066,,0.055,0.2169,0,2.9491
2/16/2008,0,0,0,0.064,,0.055,0.2197,0,2.6791
2/17/2008,4.2,2.6,3.3,0.064,,0.054,0.2048,0,2.4875
2/18/2008,2.8,0.4,2.2,0.063,,0.055,0.2811,0,3.8558
2/19/2008,5.5,0.8,1.6,0.089,,0.055,0.2687,0,3.3334
2/20/2008,2.6,0,0.4,0.077,,0.054,0.2894,0,3.8146
2/21/2008,0,0,0,0.068,,0.053,0.2463,0,2.8589
2/22/2008,0,0,0,0.064,,0.053,0.2278,0,2.8086
2/23/2008,0,0,0.1,0.06,,0.053,0.2221,0,2.6715
2/24/2008,6.7,4.9,3.8,0.058,,0.053,0.2114,0,2.4519
2/25/2008,,0,0,0.073,,0.055,0.2467,0,3.6357
2/26/2008,0,0,0,0.08,,0.053,0.2381,0,2.7414
2/27/2008,0,0,0,0.065,,0.053,0.2415,0,2.6817
2/28/2008,0,0,0,0.055,,0.056,0.2277,0,2.5552
2/29/2008,0,0,0,0.053,,0.064,0.2228,0,2.6737
3/1/2008,0,0,0,0.054,,0.068,0.2072,0,2.618
3/2/2008,0,0,0,0.053,,0.061,0.1995,0,2.5217
3/3/2008,0.1,0,0,0.053,,0.055,0.2174,0,2.3279
3/4/2008,0.1,0,0,0.051,,0.054,0.2207,0,2.4517
3/5/2008,0,0,0,0.048,,0.056,0.2211,0,2.5054
3/6/2008,0,0,0,0.045,,0.059,0.2234,0,2.5135
3/7/2008,0,0,0,0.044,,0.062,0.2363,0,2.6252
3/8/2008,0,0.5,0,0.048,,0.065,0.2205,0,2.5831
3/9/2008,2.2,1.2,0.2,0.079,,0.118,0.3464,0.015,2.6151
3/10/2008,0,0,0,0.084,,0.084,0.47,0.025,3.9108
3/11/2008,0,0,0,0.065,,0.066,0.2627,0,2.7815
3/12/2008,0,0,0,0.054,,0.059,0.2437,0,2.6394
3/13/2008,0,0,0,0.054,0.0059,0.06,0.245,0,2.5773
3/14/2008,0,0,0,0.053,0.0052,0.058,0.2473,0,2.6266
3/15/2008,0,0,0,0.054,0.0062,0.06,0.2505,0,2.5609
3/16/2008,0,0,0,0.053,0.0059,0.06,0.2335,0,2.3383
3/17/2008,0,0,0,0.057,0.005,0.059,0.215,0,2.3648
3/18/2008,0,0,0,0.061,0.0043,0.057,0.1984,0,2.4251
3/19/2008,3.7,0.5,1.5,0.066,0.0045,0.056,0.2324,0,2.4046
3/20/2008,0,0,0,0.059,0.0048,0.056,0.278,0,2.8669
3/21/2008,0,0,0,0.046,0.004,0.057,0.2185,0,2.1548
3/22/2008,2.2,2.9,1.7,0.054,0.0039,0.081,0.5078,0,2.8583
3/23/2008,0,0,0,0.133,0.004,0.078,0.4814,0.009,3.822
3/24/2008,0,0,0,0.068,0.003,0.059,0.2978,0,2.5007
3/25/2008,0,0,0,0.054,0.0028,0.057,0.2731,0,2.5116
3/26/2008,0.5,0,0.2,0.051,0.0049,0.055,0.2765,0,2.5793
3/27/2008,0,0,0,0.054,0.0052,0.056,0.2763,0,2.6037
3/28/2008,0,0,0,0.054,0.0037,0.055,0.2745,0,2.5825
3/29/2008,0,0,0,0.055,0.0056,0.054,0.2773,0,2.5125
3/30/2008,16.5,9.6,9.4,0.064,0.005,0.053,0.2672,0,2.383
3/31/2008,0.1,0,0.1,0.282,0.0059,0.102,0.8633,0.153,7.2191
4/1/2008,0,0,0,0.105,0.0063,0.069,0.3735,0,3.1525
4/2/2008,0,0,0,0.069,0.0065,0.062,0.308,0,2.8427
4/3/2008,0,1.9,0,0.05,0.0065,0.053,0.3054,0,2.742
4/4/2008,0,0,0,0.052,0.0066,0.052,0.3143,0,2.6381
4/5/2008,0,0,0,0.058,0.0073,0.052,0.2792,0,2.555
4/6/2008,0,0,,0.056,0.0062,0.051,0.2757,0,2.4113
4/7/2008,0.2,0,0,0.059,0.0051,0.053,0.3006,0,2.4591
4/8/2008,1.5,1,1.6,0.055,0.0074,0.052,0.335,0,2.4912
4/9/2008,,0.1,0,0.054,0.0083,0.05,0.3401,0,2.7439
4/10/2008,0,0,0.5,0.056,0.0085,0.049,0.3187,0,2.5388
4/11/2008,8.1,3.3,8.1,0.08,0.0067,0.054,0.324,0.001,3.3551
4/12/2008,0,0,0,0.474,0.0097,0.082,0.3767,0.016,4.0211
4/13/2008,,0,0,0.091,0.0074,0.056,0.2554,0,2.4616
4/14/2008,0,0,0,0.067,0.007,0.053,0.2726,0,2.452
4/15/2008,0,0,0,0.063,0.0088,0.051,0.3649,0,2.4926
4/16/2008,0.2,0,0,0.061,0.0082,0.05,0.3187,0,2.4868
4/17/2008,9.5,20,20,0.153,0.0135,0.113,0.8314,0.354,9.5673
4/18/2008,2.3,1.1,1.4,0.25,0.0102,0.146,0.5194,0.174,4.6235
4/19/2008,0,0,0,0.205,0.0073,0.111,0.4713,0.081,4.1253
4/20/2008,0.6,0.6,0.7,0.198,0.0052,0.103,0.3575,0,2.9226
4/21/2008,0,0,0,0.188,0.0067,0.101,0.3652,0,2.9738
4/22/2008,0,0,0,0.1,0.0058,0.082,0.3673,0,2.8119
4/23/2008,0,0,0.3,0.084,0.0063,0.077,0.3867,0.01,2.9717
4/24/2008,0,0,0,0.101,0.0069,0.065,0.361,0.02,3.0729
4/25/2008,0,0,0,0.081,0.007,0.059,0.3239,0,2.6284
4/26/2008,0,0,0,0.079,0.0067,0.053,0.2976,0,2.489
4/27/2008,0,0,0,0.066,0.0062,0.049,0.2702,0,2.2088
4/28/2008,1.2,0.6,0.6,0.061,0.0055,0.048,0.3334,0,2.3873
4/29/2008,0.7,0,0,0.058,0.0089,0.048,0.3449,0,2.5705
4/30/2008,0,0,1.7,0.048,0.0101,0.046,0.3313,0,2.491
5/1/2008,0,0,0,0.035,0.0089,0.044,0.2189,0,2.2379
5/2/2008,0,0,0,0.03,0.0074,0.041,0.1723,0,1.8026
5/3/2008,0,0,0,0.028,0.007,0.04,0.1764,0,1.6654
5/4/2008,0,0,0,0.031,0.0073,0.039,0.3072,0,1.5993
5/5/2008,,0,,0.031,0.0074,0.037,0.2669,0,1.9578
5/6/2008,0,3.9,,0.032,0.0163,0.037,0.2311,0,2.1291
5/7/2008,0,0,0,0.033,0.0213,0.037,0.1239,0,2.1464
5/8/2008,2.6,14.6,2.1,0.033,0.0237,0.038,0.2225,0,2.163
5/9/2008,39.1,13.8,31.4,0.038,0.038,0.047,0.4807,0.157,8.8427
5/10/2008,37.3,13.7,34.9,0.234,0.3627,0.247,1.6947,1.393,18.3914
5/11/2008,1.1,0,0.7,1.07,0.7651,0.218,1.8585,0.733,14.023
5/12/2008,,0,0,0.314,0.031,0.138,0.5242,0.037,5.3965
5/13/2008,0,14.4,0.1,0.097,0.0093,0.131,0.3839,0,4.7164
5/14/2008,0.7,,0.9,0.057,0.008,0.129,0.3241,0,3.7222
5/15/2008,,0,0,0.05,0.008,0.118,0.231,0,3.5222
5/16/2008,0,0,0.1,0.047,0.0068,0.102,0.1367,0,3.2266
5/17/2008,2.2,0.2,0.4,0.081,0.0065,0.1,0.1661,0.015,3.3245
5/18/2008,0.2,0,0,0.05,0.0083,0.099,0.2766,0.052,3.4107
5/19/2008,1.1,0,24.1,0.084,0.0067,0.093,0.2645,0.04,4.6732
5/20/2008,0,0,0,0.103,0.009,0.079,0.2444,0.015,3.2244
5/21/2008,0.2,0,0.2,0.056,0.0088,0.067,0.2354,0,3.0198
5/22/2008,0.8,0.6,3.3,0.097,0.0157,0.085,0.3156,0.006,3.63
5/23/2008,1.8,1.5,2.5,0.147,0.0257,0.074,0.3246,0.021,3.7091
5/24/2008,13.6,3.9,2.6,0.082,0.0158,0.122,0.3921,0.205,6.7942
5/25/2008,9,5.8,22.8,3.026,1.4169,0.298,0.8821,1.061,14.6941
5/26/2008,3.8,3.1,3.7,1.624,0.0936,0.295,0.4244,0.6,11.5562
5/27/2008,0.5,0.6,0.4,1.395,0.0556,0.215,0.1882,0.282,8.7651
5/28/2008,,0,0,0.943,0.0396,0.184,0.1914,0.035,5.6825
5/29/2008,0,0,0,0.461,0.0312,0.164,0.1265,0.007,4.7667
5/30/2008,0,0,0,0.251,0.0235,0.146,0.1018,0,4.1374
5/31/2008,6.9,14.3,7,0.149,0.0209,0.138,0.1944,0,3.633
6/1/2008,0.6,1.5,2.3,0.143,0.0354,0.165,0.4141,0.125,7.9588
6/2/2008,,0,1.8,0.12,0.0161,0.191,0.3225,0.606,5.5666
6/3/2008,4,17.1,15.6,0.445,0.0109,0.234,1.4735,0.236,9.5464
6/4/2008,0,0,0,0.326,0.0133,0.181,0.499,0.114,6.2216
6/5/2008,19.6,46.2,56.9,0.608,0.1232,0.25,1.4704,1.36,11.3355
6/6/2008,0.3,2.7,0,1.534,0.1745,0.34,,1.853,17.3442
6/7/2008,1.5,0.6,3,1.088,0.115,0.278,,0.555,9.3835
6/8/2008,0,0,0,1.632,0.1108,0.305,,0.798,12.8197
6/9/2008,1.1,1.1,0.9,1.022,0.0809,0.253,,0.234,7.6341
6/10/2008,1.8,2.3,2.9,0.603,0.0509,0.232,,0.163,7.2774
6/11/2008,0,,0,0.511,0.0548,0.246,,0.082,6.2443
6/12/2008,0,0.3,0,1.045,0.0614,0.319,,0.113,7.954
6/13/2008,0,0,0,0.707,0.068,0.279,,0.203,7.1134
6/14/2008,,0,0,0.679,0.0606,0.241,,,6.0877
6/15/2008,,0,0,0.381,0.055,0.224,,,5.1161
6/16/2008,1,0,0,0.382,0.0599,0.22,,,4.8918
6/17/2008,0.2,1.7,0,0.366,0.0575,0.25,,,10.3908
6/18/2008,0,0,0,0.316,0.0529,0.198,,,6.8421
6/19/2008,0,0,0,0.201,0.051381944,0.183,,,5.110284722
6/20/2008,0,0,0,0.163,0.0522,0.172,,,4.7228
6/21/2008,0,0,0,0.146,0.0491,0.147,,,4.1095
6/22/2008,0,0,0,0.126,0.0474,0.136,,,3.5953
6/23/2008,0,0,0,0.104,0.0462,0.128,,,3.4121
6/24/2008,0,0,0,0.099,0.0463,0.118,,,3.2265
6/25/2008,0,0,,0.094,0.0497,0.105,,,3.49
6/26/2008,8,4.9,,0.088,0.0574,0.091,,,3.4172
6/27/2008,0,0,0,0.639,0.0819,0.17,,,7.0298
6/28/2008,0,0,0,0.144,0.0705,0.145,,,3.9621
6/29/2008,0,0,0,0.106,0.0803,0.136,,,3.3193
6/30/2008,0,0,0,0.083,0.095,0.125,,,3.327
7/1/2008,0,0,0,0.065,0.1066,0.117,,,3.2894
7/2/2008,0,0,0,0.053,0.1523,0.105,,,3.0909
7/3/2008,0.2,0,0,0.104,0.1248,0.119,,,3.0022
7/4/2008,0,0,0,0.11,0.1905,0.101,,,3.0746
7/5/2008,0,0,0,0.05,0.2485,0.096,,,2.9409
7/6/2008,,0,0,0.048,0.3513,0.118,,,3.9108
7/7/2008,,0,0,0.056,0.0758,0.085,,,3.7944
7/8/2008,0,0,0,0.049,0.0721,0.098,,,3.0138
7/9/2008,0,0,0,0.046,0.0769,0.095,,,2.9806
7/10/2008,0,0,,0.044,0.0837,0.084,,,2.9556
7/11/2008,0,0,0,0.039,0.0863,0.066,,,2.8105
7/12/2008,55.6,30,15.4,0.241,0.1178,0.102,,,6.4061
7/13/2008,0,0,0,0.408,0.1664,0.134,,,5.5937
7/14/2008,0,0,0,0.106,0.055,0.128,,,3.0721
7/15/2008,0,0,0,0.086,0.0541,0.117,,,3.0654
7/16/2008,0.1,0,0,0.071,0.0574,0.1,,,3.1412
7/17/2008,0,0,0,0.056,0.0605,0.082,,,2.9087
7/18/2008,0,0,0,0.053,0.0645,0.077,,,2.8591
7/19/2008,0,0,0,0.05,0.0693,0.072,,,2.6171
7/20/2008,0,0,0,0.048,0.0747,0.055,,,2.1335
7/21/2008,,0,0,0.048,0.0756,0.031,,,2.4332
7/22/2008,0,0,0,0.048,0.0754,0.034,,,2.4275
7/23/2008,0,3.9,0,0.046,0.0671,0.048,,,2.4803
7/24/2008,0,0,0,0.042,0.0626,0.047,,,2.4992
7/25/2008,0,0,0,0.038,0.0634,0.046,,,2.4747
7/26/2008,0,0,0,0.036,0.0597,0.046,,,2.2206
7/27/2008,0,0,0,0.031,0.0612,0.046,,,2.0289
7/28/2008,0,0,0,0.032,0.0605,0.046,,,2.1462
7/29/2008,0,0,0,0.032,0.0569,0.046,,,2.1722
7/30/2008,0,0,0,0.038,0.055,0.046,,,2.1522
7/31/2008,0,0,0,0.032,0.0525,0.046,,,2.1269
8/1/2008,0,0,0,0.032,0.0534,0.046,,0,2.0753
8/2/2008,0,0,0,0.035,0.0504,0.046,,0,1.9995
8/3/2008,0,0,0,0.033,0.0536,0.046,,0,1.8179
8/4/2008,0,0,0,0.025,0.0506,0.045,,0,1.9056
8/5/2008,,0,0,0.025,0.0571,0.045,,0,1.755
8/6/2008,0,0,0,0.025,0.0578,0.045,,0,1.6502
8/7/2008,,0,0,0.026,0.054388889,0.045,,0,1.615986111
8/8/2008,0,0,0,0.015,0.053909722,0.045,,0,1.6884375
8/9/2008,0,0,0,0.018,0.053836806,0.045,,0,1.462125
8/10/2008,0,0,0,0.019,0.055565972,0.045,,0,1.0100625
8/11/2008,,0,0.1,0.019,0.049079861,0.045,,0,1.327159722
8/12/2008,0,0,0,0.018,0.0525,0.043,,0,1.393111111
8/13/2008,0,0,0,0.015,0.043170139,0.043,,0,1.153972222
8/14/2008,0.6,0,0.2,0.015,0.034208333,0.043,,0,1.208347222
8/15/2008,0,0,0,0.194,0.0360625,0.042,,0,1.009006944
8/16/2008,0,0,0,0.024,0.036684028,0.041,,0,1.0734375
8/17/2008,0,0,0,0.02,0.032107639,0.041,,0,0.905003472
8/18/2008,0,0,0,0.019,0.030333333,0.039,,0,0.905003472
8/19/2008,0,0,0,0.02,0.025493056,0.038,,0,0.892743056
8/20/2008,0,0,0,0.022,0.020743056,0.039,,0,0.810729167
8/21/2008,0,0,0,0.019,0.019625,0.038,,0,0.764271739
8/22/2008,11.2,,18.5,0.018,0.016638889,0.045,,0,1.763703704
8/23/2008,,,0,0.061,0.008732639,0.058,,0,1.281709677
8/24/2008,0,,0,0.036,0.008555556,0.049,,0,1.281709677
8/25/2008,,,0,0.028,0.008,0.047,,0,1.281709677
8/26/2008,0,0,0,0.035,0.008,0.045,,0,1.281709677
8/27/2008,0,,0,0.03,0.008167247,0.044,,0,1.763703704
8/28/2008,0,,0,0.025,0.008135417,0.044,,0,1.763703704
8/29/2008,0,,0,0.023,0.008145833,0.042,,0,1.763703704
8/30/2008,0,,0,0.019,0.008138889,0.042,,0,1.763703704
8/31/2008,0,,0,0.019,0.008,0.041,,0,1.763703704
9/1/2008,0,0,0,0.118,0.008,0.04,,0,2.062467532
9/2/2008,0,0,0,0.033,0.008958333,0.04,,0,2.049083333
9/3/2008,0,0,0,0.028,0.008798611,0.04,,0,2.253213592
9/4/2008,0,0,0,0.025,0.008434028,0.04,,0,2.3585
9/5/2008,0,0,0,0.024,0.008513889,0.039,,0,2.216007194
9/6/2008,0.1,0.1,0.3,0.022,0.008,0.039,,0,2.229034722
9/7/2008,0,0,0,0.025,0.007798611,0.039,,0,2.064298611
9/8/2008,,0,0,0.025,0.007645833,0.038,,0,2.222868056
9/9/2008,,0,0,0.023,0.007989583,0.037,,0,2.301923611
9/10/2008,0,0,0,0.022,0.008,0.035,,0,2.345895833
9/11/2008,2.2,2,0.3,0.023,0.008,0.034,,0,2.237854167
9/12/2008,0,0,0,0.025,0.007815972,0.036,,0,2.2981875
9/13/2008,0.1,0,0,0.024,0.007409722,0.05,,0,2.236722222
9/14/2008,0,0,0,0.029,0.007423611,0.047,,0,2.075145833
9/15/2008,0,0,0,0.025,0.007496528,0.043,,0,2.292215278
9/16/2008,0,0,0,0.027,0.007524306,0.04,,0,2.350930556
9/17/2008,,0,0,0.028,0.007649306,0.036,,0,2.390152778
9/18/2008,,0,0,0.028,0.007746528,0.033,,0,2.430631944
9/19/2008,1.9,4.2,2.2,0.039,0.008197917,0.037,,0.154,4.022506944
9/20/2008,,0,0.1,0.1,0.007982639,0.049,,0.084,3.450697917
9/21/2008,0,0,0,0.045,0.007739583,0.038,,0,2.497381944
9/22/2008,16.4,11.8,6.6,0.045,0.007524306,0.033,,0.005,4.770451389
9/23/2008,2.4,1.7,1.1,0.048,0.007913194,0.031,,0.013,3.507975694
9/24/2008,,0,1.2,0.055,0.007,0.03,,0.011,3.342520833
9/25/2008,0.4,0.7,0,0.048,0.007309028,0.029,,0,2.772881944
9/26/2008,2.3,6.3,5.6,0.045,0.007,0.029,,0,3.545034722
9/27/2008,0,0,0,0.048,0.007298611,0.028,,0,2.743701389
9/28/2008,0,0,0,0.048,0.007197917,0.027,,0,2.491131944
9/29/2008,0,0,0,0.046,0.007388889,0.026,,0,2.571423611
9/30/2008,0,17.1,0,0.047,0.007333333,0.025,,0,2.609895833
10/1/2008,0,,0,0.029,0.007302083,0.024,,0,2.673284722
10/2/2008,0.4,2.8,0.1,0.025,0.007333333,0.023,,0,2.729416667
10/3/2008,0,0,0,0.028,0.007142361,0.022,,0.026,3.86165625
10/4/2008,0,0,0,0.03,0.006774306,0.023,,0,2.892597222
10/5/2008,0,0,0,0.025,0.006753472,0.021,,0,2.494069444
10/6/2008,0,0,0,0.029,0.007322917,0.02,,0,2.628722222
10/7/2008,0.2,0.1,0.6,0.039,0.007496528,0.018,,0,2.659916667
10/8/2008,1.6,0.3,0.3,0.086,0.007274306,0.104,,0.074,3.697201389
10/9/2008,0.1,0,0,0.056,0.007211806,0.062,,0.099,4.000145833
10/10/2008,0,0,0,0.045,0.007350694,0.053,,0,2.905069444
10/11/2008,0,0,0,0.045,0.007216028,0.051,,0,2.643367273
10/12/2008,0.2,0,0.4,0.045,0.007458333,0.049,,0,2.500048611
10/13/2008,0,0,0,0.041,0.00784375,0.047,,0,2.658465278
10/14/2008,0,0,0,0.032,0.007541667,0.045,,0,2.75925
10/15/2008,0,0,0,0.033,0.007534722,0.043,,0,2.704902778
10/16/2008,,1.9,0,0.032,0.007545139,0.042,,0.303,4.904923611
10/17/2008,4.6,4.3,0.7,0.033,0.006548611,0.04,,0.002,2.843194444
10/18/2008,2.2,4.2,1,0.081,0.005881944,0.07,,0.074,4.014267361
10/19/2008,0,0,0,0.067,0.005611111,0.051,,0.008,2.797152778
10/20/2008,0,0,0,0.036,0.034934028,0.046,,0,2.630736111
10/21/2008,0,,0,0.03,0.049625,0.042,,0,2.7164375
10/22/2008,0.8,,0.4,0.031,0.046715278,0.04,,0,2.820944444
10/23/2008,2.5,1.1,2.2,0.034,0.043732639,0.038,,0,3.522017361
10/24/2008,0,0,0,0.034,0.045204861,0.037,,0,2.862069444
10/25/2008,0,0,0,0.029,0.047480836,0.036,,0,2.594013937
10/26/2008,0,0,,0.026,0.0465625,0.036,,0,2.422111111
10/27/2008,1.2,1.1,,0.025,0.046215278,0.02,,0,2.615826389
10/28/2008,37.2,32.4,34.2,0.044,0.050305556,0.143,,0.824,13.23275694
10/29/2008,12.6,4,13.9,0.362,0.079715278,0.175,,0.957,16.33380556
10/30/2008,3.4,7.6,0,0.139,0.051322917,0.105,,0.057,4.920104167
10/31/2008,16.2,31.3,23.2,0.21,0.047833333,0.135,,0.143,6.987652778
11/1/2008,5.2,5.7,4.8,1.63,0.105586806,0.229,,0.694,13.51973264
11/2/2008,27.6,18.2,29.8,9.615,1.311125,0.388,,1.773,20.49898611
11/3/2008,0,0,0,2.321,0.092256944,0.26,,0.513,13.60774306
11/4/2008,0,0,0,1.1,0.06984375,0.188,,0.058,6.816326389
11/5/2008,0,0,0,0.553,0.053670139,0.154,,0.014,5.136038194
11/6/2008,0,0,0,0.294,0.047416667,0.133,,0,4.402638889
11/7/2008,0,0,0,0.184,0.039256944,0.122,,0,3.821534722
11/8/2008,,0,0,0.135,0.032121528,0.117,,0,3.418368056
11/9/2008,0,0,0,0.099,0.043329861,0.109,,0,3.098166667
11/10/2008,0,0,0,0.074,0.044083333,0.102,,0,3.184604167
11/11/2008,1.2,0,0,0.066,0.04490625,0.096,,0,3.226576389
11/12/2008,3.2,2.2,1.4,0.083,0.046868056,0.104,,0.016,4.573361111
11/13/2008,0,0,0,0.089,0.047385417,0.101,,0.021,3.789454861
11/14/2008,0,0,0,0.065,0.039538194,0.098,,0,3.312888889
11/15/2008,0,0,0,0.058,0.040496528,0.094,,0,3.062791667
11/16/2008,0,0,0,0.056,0.040822917,0.089,,0,2.874527778
11/17/2008,0,0,0,0.052,0.04471875,0.087,,0,2.942625
11/18/2008,0,0,0,0.051,0.047326389,0.084,,0,3.040361111
11/19/2008,0,0,0,0.054,0.047447917,0.083,,0,3.021104167
11/20/2008,0,0,0,0.044,0.046777778,0.081,,0,2.944645833
11/21/2008,0,0,0,0.045,0.046982639,0.08,,0,2.927125
11/22/2008,0,0,0,0.046,0.04865625,0.079,,0,2.882020833
11/23/2008,0,0,0,0.043,0.048170139,0.078,,0,2.754131944
11/24/2008,0,0,0,0.042,0.048677083,0.081,,0,2.827694444
11/25/2008,0.2,1.9,0.1,0.044,0.043246528,0.095,,0,2.849222222
11/26/2008,0,0,0,0.051,0.042295139,0.104,,0,3.2314375
11/27/2008,12.5,8.2,5.9,0.044,0.041541667,0.085,,0,2.928701389
11/28/2008,,0,0,0.052,0.044489583,0.091,,0.057,5.061215278
11/29/2008,1.7,5.3,2.2,0.052,0.042569444,0.09,,0.014,3.550038194
11/30/2008,0,0,0,0.059,0.043243056,0.086,,0.009,2.896618056
12/1/2008,0,0,0,0.044,0.045402778,0.086,,0,2.871791667
12/2/2008,0,0,0,0.041,0.044298611,0.081,,0,2.9
12/3/2008,0,0,0,0.044,0.043611111,0.079,,0,2.858444444
12/4/2008,0,0,0,0.044,0.044850694,0.08,,0,2.8664375
12/5/2008,0,0,0,0.039,0.047517361,0.078,,0,2.837923611
12/6/2008,0,0,0,0.04,0.045965278,0.078,,0,2.6226875
12/7/2008,0,0,0,0.038,0.047440972,0.076,,0,2.474951389
12/8/2008,11.3,7.1,6.1,0.037,0.047892361,0.075,,0,2.508020833
12/9/2008,13.4,18.8,8.1,0.06,0.0546875,0.083,,0.171,5.257836806
12/10/2008,0.6,3.5,0.1,0.072,0.051670139,0.126,,0.334,8.264763889
12/11/2008,0,0,0,0.06,0.044184028,0.094,,0.028,3.215861111
12/12/2008,0,0,0,0.049,0.042496528,0.09,,0.007,3.099631944
12/13/2008,6.9,8.1,6.4,0.047,0.044736111,0.096,,0.004,3.061965278
12/14/2008,0.1,0.1,0,0.133,0.045739583,0.121,,0.14,5.704607639
12/15/2008,4.7,6.6,1.3,0.068,0.033423611,0.109,,0.039,3.435902778
12/16/2008,2.9,3.5,1,0.061,0.043541667,0.101,,0.021,3.662333333
12/17/2008,0,0,0,0.064,0.043579861,0.095,,0,3.251083333
12/18/2008,0,0,0,0.06,0.046291667,0.091,,0,3.018590278
12/19/2008,0,0,0,0.056,0.04559375,0.089,,0,2.945993056
12/20/2008,0,0,0,0.053,0.046684028,0.088,,0,2.810930556
12/21/2008,0,0,0,0.05,0.046190972,0.086,,0,2.670423611
12/22/2008,0,0,0,0.049,0.045215278,0.083,,0,2.689097222
12/23/2008,0,0,0,0.048,0.043732639,0.082,,0,2.761548611
12/24/2008,0,0,0,0.052,0.044395833,0.083,,0,2.764666667
12/25/2008,,0,0.1,0.049,0.044715278,0.084,,0,2.694006944
12/26/2008,34.5,14.2,44.4,0.183,0.051527778,0.139,,0.65,10.136625
12/27/2008,17.6,5.5,30.8,5.71,0.177909722,0.29,,1.635,25.59451389
12/28/2008,1.4,0.1,0.8,4.739,0.758583333,0.24,,0.778,21.43298958
12/29/2008,2,0.3,1.7,1.788,0.128739583,0.223,,0.145,12.03739931
12/30/2008,1.4,0.3,1.4,1.463,0.118041667,0.215,,0.107,8.913371528
12/31/2008,0,0,0.1,1.315,0.109451389,0.2,,0.051,7.810027778
1/1/2009,0,0,0,1.109,0.098333333,0.188,,0.04,6.380486111
1/2/2009,0.4,0.1,0.2,0.762,0.089326389,0.179,,0.035,5.783930556
1/3/2009,0.5,0,0,0.551,0.077684028,0.173,,0.035,5.290163194
1/4/2009,0,0,0,0.418,0.075038194,0.166,,0.031,4.9130625
1/5/2009,0,0,0,0.356,0.083135417,0.159,,0.028,4.845072917
1/6/2009,14.3,46.4,15.1,0.32,0.082927083,0.174,,0.431,9.728385417
1/7/2009,0,0,0,0.352,0.082152778,0.177,,0.211,8.335951389
1/8/2009,0.3,0,0,0.283,0.073572917,0.157,,0.058,5.363430556
1/9/2009,20.7,16.2,15,0.32,0.071385417,0.155,,0.067,5.5569375
1/10/2009,1.8,2.6,2.9,1.542,0.090065972,0.233,,0.573,14.97314931
1/11/2009,0,0,0,1.672,0.077559028,0.209,,0.086,8.64415625
1/12/2009,0,0,0,1.312,0.083253472,0.21,,0.071,7.187100694
1/13/2009,0,0,0,0.991,0.096701389,0.204,,0.064,6.410868056
1/14/2009,0,0,0,0.807,0.095173611,0.194,,0.058,5.909642361
1/15/2009,0,0,0,0.723,0.088486111,0.183,,0.056,5.604770833
1/16/2009,0,0,0,0.606,0.083017361,0.169,,0.048,5.31928125
1/17/2009,0,0,0,0.513,0.072236111,0.157,,0.044,4.960979167
1/18/2009,0,0,0,0.468,0.068913194,0.157,,0.042,4.630041667
1/19/2009,0.3,0.2,1.1,0.446,0.082836806,0.161,,0.041,4.736260417
1/20/2009,0,0,0,0.557,0.0855,0.167,,0.051,5.118711806
